episode,round,world,investment,repay_prop,investor_gain,trustee_gain,fair_repay_prop,mid_repay_prop,max_repay_prop
406,4,coordinated,10.0,0.0,10.0,30.0,0.5,0.75,0.0
406,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
406,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,1.0
406,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.5
406,8,coordinated,5.0,0.0,15.0,15.0,0.25,0.25,0.0
406,9,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
406,10,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,1.0
407,1,coordinated,10.0,0.0,10.0,30.0,0.75,0.0,0.0
407,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
407,3,coordinated,5.0,0.25,18.75,11.25,0.25,0.5,0.75
407,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.25
407,5,coordinated,10.0,0.0,10.0,30.0,0.0,0.0,0.5
407,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
407,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.5
407,8,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.0
407,9,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.75
407,10,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,1.0
408,1,coordinated,10.0,0.0,10.0,30.0,1.0,0.5,0.0
408,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
408,3,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.75
408,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
408,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
408,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,1.0
408,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.5
408,8,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.0
408,9,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
408,10,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,1.0
409,1,coordinated,10.0,0.0,10.0,30.0,0.5,0.0,0.0
409,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
409,3,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.75
409,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
409,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
409,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.25
409,7,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.5
409,8,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.0
409,9,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
409,10,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,1.0
410,1,coordinated,10.0,0.0,10.0,30.0,0.25,0.0,0.0
410,2,coordinated,5.0,0.25,18.75,11.25,0.25,1.0,0.25
410,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.75
410,4,coordinated,10.0,0.0,10.0,30.0,1.0,0.75,0.0
410,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
410,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,1.0
410,7,coordinated,5.0,0.25,18.75,11.25,0.75,0.5,0.5
410,8,coordinated,10.0,0.0,10.0,30.0,0.0,0.0,1.0
410,9,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.25
410,10,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,1.0
411,1,coordinated,10.0,0.0,10.0,30.0,0.0,0.0,0.0
411,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
411,3,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.75
411,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
411,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
411,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,1.0
411,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.5
411,8,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.0
411,9,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
411,10,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,1.0
412,1,coordinated,10.0,0.25,17.5,22.5,0.75,0.5,0.0
412,2,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.25
412,3,coordinated,10.0,0.25,17.5,22.5,1.0,0.25,0.0
412,4,coordinated,10.0,0.25,17.5,22.5,0.0,0.75,0.0
412,5,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.25
412,6,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
412,7,coordinated,10.0,0.5,25.0,15.0,1.0,0.75,0.25
412,8,coordinated,15.0,0.25,16.25,33.75,0.5,0.25,0.0
412,9,coordinated,10.0,0.5,25.0,15.0,0.75,0.25,0.5
412,10,coordinated,15.0,0.75,38.75,11.25,0.5,0.75,0.5
413,1,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
413,2,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.25
413,3,coordinated,10.0,0.25,17.5,22.5,0.5,0.25,0.0
413,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.0
413,5,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.25
413,6,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,1.0
413,7,coordinated,10.0,0.25,17.5,22.5,1.0,0.75,0.25
413,8,coordinated,10.0,0.0,10.0,30.0,0.0,0.5,0.25
413,9,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.25
413,10,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,1.0
414,1,coordinated,10.0,0.0,10.0,30.0,0.5,0.0,0.0
414,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
414,3,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,1.0
414,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
414,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
414,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,1.0
414,7,coordinated,5.0,0.5,22.5,7.5,0.75,0.5,0.5
414,8,coordinated,15.0,0.25,16.25,33.75,1.0,0.25,0.75
414,9,coordinated,10.0,0.0,10.0,30.0,0.0,0.25,0.5
414,10,coordinated,5.0,0.0,15.0,15.0,1.0,1.0,0.0
415,1,coordinated,10.0,0.0,10.0,30.0,0.75,0.0,0.0
415,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
415,3,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.75
415,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
415,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
415,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,1.0
415,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.5
415,8,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.0
415,9,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
415,10,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,1.0
416,1,coordinated,10.0,0.0,10.0,30.0,1.0,1.0,0.0
416,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
416,3,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.75
416,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
416,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
416,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,1.0
416,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.5
416,8,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.0
416,9,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.25
416,10,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,1.0
417,1,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
417,2,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.25
417,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.25,0.0
417,4,coordinated,10.0,0.25,17.5,22.5,0.0,0.75,0.0
417,5,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.25
417,6,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
417,7,coordinated,10.0,0.5,25.0,15.0,0.25,0.75,0.25
417,8,coordinated,15.0,0.5,27.5,22.5,0.25,0.25,0.75
417,9,coordinated,15.0,0.5,27.5,22.5,0.75,0.5,0.25
417,10,coordinated,15.0,0.75,38.75,11.25,0.5,0.5,0.5
418,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
418,2,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.25
418,3,coordinated,10.0,0.25,17.5,22.5,0.75,0.25,0.0
418,4,coordinated,10.0,0.25,17.5,22.5,0.5,0.75,0.0
418,5,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.25
418,6,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
418,7,coordinated,10.0,0.5,25.0,15.0,0.25,0.75,0.25
418,8,coordinated,15.0,0.25,16.25,33.75,0.0,0.25,0.75
418,9,coordinated,10.0,0.25,17.5,22.5,0.25,0.25,0.5
418,10,coordinated,10.0,0.25,17.5,22.5,0.75,0.25,0.5
419,1,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
419,2,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.25
419,3,coordinated,10.0,0.25,17.5,22.5,0.0,0.25,0.0
419,4,coordinated,10.0,0.25,17.5,22.5,1.0,0.75,0.0
419,5,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.25
419,6,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
419,7,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.25
419,8,coordinated,10.0,0.25,17.5,22.5,0.5,0.5,0.25
419,9,coordinated,10.0,0.25,17.5,22.5,0.25,0.5,0.75
419,10,coordinated,10.0,0.25,17.5,22.5,0.75,0.25,1.0
420,1,coordinated,10.0,0.0,10.0,30.0,0.25,0.0,0.0
420,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
420,3,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.75
420,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
420,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
420,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,1.0
420,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.5
420,8,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.0
420,9,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
420,10,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,1.0
421,1,coordinated,10.0,0.0,10.0,30.0,0.0,0.0,0.0
421,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
421,3,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.75
421,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
421,5,coordinated,5.0,0.25,18.75,11.25,0.75,0.25,0.5
421,6,coordinated,10.0,0.0,10.0,30.0,0.5,0.0,0.75
421,7,coordinated,5.0,0.25,18.75,11.25,0.25,0.25,0.5
421,8,coordinated,10.0,0.0,10.0,30.0,0.25,0.0,1.0
421,9,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.25
421,10,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,1.0
422,1,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
422,2,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.25
422,3,coordinated,10.0,0.25,17.5,22.5,1.0,0.25,0.0
422,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.5,0.25
422,5,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.25
422,6,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
422,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.75,0.25
422,8,coordinated,10.0,0.25,17.5,22.5,0.25,0.5,0.25
422,9,coordinated,10.0,0.25,17.5,22.5,0.25,0.5,0.75
422,10,coordinated,10.0,0.25,17.5,22.5,0.75,0.25,1.0
423,1,coordinated,10.0,0.0,10.0,30.0,1.0,0.0,0.0
423,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
423,3,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.75
423,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
423,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
423,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,1.0
423,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.5
423,8,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.0
423,9,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
423,10,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.25
424,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
424,2,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.5
424,3,coordinated,10.0,0.25,17.5,22.5,0.5,0.25,0.0
424,4,coordinated,10.0,0.25,17.5,22.5,0.0,0.75,0.0
424,5,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.25
424,6,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
424,7,coordinated,10.0,0.25,17.5,22.5,0.75,0.75,0.25
424,8,coordinated,10.0,0.25,17.5,22.5,0.5,0.5,0.25
424,9,coordinated,10.0,0.5,25.0,15.0,0.75,0.5,0.75
424,10,coordinated,15.0,0.25,16.25,33.75,0.25,0.75,0.75
425,1,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
425,2,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.25
425,3,coordinated,10.0,0.25,17.5,22.5,0.5,0.25,0.0
425,4,coordinated,10.0,0.25,17.5,22.5,0.5,0.75,0.0
425,5,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.25
425,6,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
425,7,coordinated,10.0,0.5,25.0,15.0,0.25,0.75,0.25
425,8,coordinated,15.0,0.5,27.5,22.5,0.75,0.25,0.75
425,9,coordinated,15.0,0.5,27.5,22.5,1.0,0.5,0.25
425,10,coordinated,15.0,0.25,16.25,33.75,0.0,1.0,0.0
426,1,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
426,2,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.25
426,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.5,0.0
426,4,coordinated,10.0,0.25,17.5,22.5,1.0,0.75,0.0
426,5,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.25
426,6,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
426,7,coordinated,10.0,0.5,25.0,15.0,0.25,0.75,0.75
426,8,coordinated,15.0,0.5,27.5,22.5,1.0,0.25,0.75
426,9,coordinated,15.0,0.25,16.25,33.75,0.0,0.5,0.25
426,10,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.75
427,1,coordinated,10.0,0.0,10.0,30.0,0.0,0.0,0.5
427,2,coordinated,5.0,0.25,18.75,11.25,0.0,1.0,0.25
427,3,coordinated,10.0,0.75,32.5,7.5,1.0,0.75,0.75
427,4,coordinated,20.0,0.25,15.0,45.0,0.0,0.0,0.5
427,5,coordinated,10.0,0.5,25.0,15.0,0.25,0.25,1.0
427,6,coordinated,15.0,0.0,5.0,45.0,0.5,0.0,0.0
427,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.75,0.5
427,8,coordinated,5.0,0.0,15.0,15.0,0.25,0.25,0.0
427,9,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
427,10,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.5
428,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
428,2,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.25
428,3,coordinated,10.0,0.25,17.5,22.5,0.75,0.25,0.0
428,4,coordinated,10.0,0.25,17.5,22.5,0.75,0.75,0.0
428,5,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
428,6,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
428,7,coordinated,10.0,0.5,25.0,15.0,0.25,0.75,0.25
428,8,coordinated,15.0,0.5,27.5,22.5,0.25,0.25,0.75
428,9,coordinated,15.0,0.5,27.5,22.5,0.25,0.5,0.25
428,10,coordinated,15.0,0.25,16.25,33.75,0.75,0.0,0.0
429,1,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
429,2,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.25
429,3,coordinated,10.0,0.25,17.5,22.5,0.0,0.25,0.0
429,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.0
429,5,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.25
429,6,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
429,7,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.25
429,8,coordinated,10.0,0.25,17.5,22.5,1.0,0.5,0.0
429,9,coordinated,10.0,0.5,25.0,15.0,0.75,0.5,0.75
429,10,coordinated,15.0,0.5,27.5,22.5,1.0,0.75,0.25
430,1,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
430,2,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.25
430,3,coordinated,10.0,0.25,17.5,22.5,1.0,0.25,0.0
430,4,coordinated,10.0,0.25,17.5,22.5,0.0,0.75,0.0
430,5,coordinated,10.0,0.25,17.5,22.5,0.75,0.5,0.25
430,6,coordinated,10.0,0.25,17.5,22.5,0.5,1.0,0.0
430,7,coordinated,10.0,0.25,17.5,22.5,1.0,0.75,0.25
430,8,coordinated,10.0,0.25,17.5,22.5,0.25,0.5,0.25
430,9,coordinated,10.0,0.5,25.0,15.0,0.75,0.5,0.5
430,10,coordinated,15.0,0.5,27.5,22.5,1.0,0.75,0.5
431,1,coordinated,10.0,0.0,10.0,30.0,0.75,0.0,0.0
431,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
431,3,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.0
431,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
431,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
431,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,1.0
431,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.5
431,8,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.0
431,9,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
431,10,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,1.0
432,1,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
432,2,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.5
432,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.25,0.0
432,4,coordinated,10.0,0.25,17.5,22.5,0.5,0.75,0.0
432,5,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.25
432,6,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
432,7,coordinated,10.0,0.5,25.0,15.0,0.5,0.75,0.25
432,8,coordinated,15.0,0.5,27.5,22.5,0.5,0.25,0.75
432,9,coordinated,15.0,0.5,27.5,22.5,0.75,0.5,0.25
432,10,coordinated,15.0,0.25,16.25,33.75,1.0,0.0,0.0
433,1,coordinated,10.0,0.0,10.0,30.0,0.5,0.0,0.75
433,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.0
433,3,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.75
433,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
433,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
433,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,1.0
433,7,coordinated,5.0,0.25,18.75,11.25,0.25,0.5,0.5
433,8,coordinated,10.0,0.0,10.0,30.0,1.0,0.0,1.0
433,9,coordinated,5.0,0.25,18.75,11.25,0.0,0.5,0.25
433,10,coordinated,10.0,0.5,25.0,15.0,0.5,0.75,0.5
434,1,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
434,2,coordinated,10.0,0.25,17.5,22.5,0.0,0.75,0.25
434,3,coordinated,10.0,0.25,17.5,22.5,0.75,0.25,0.0
434,4,coordinated,10.0,0.25,17.5,22.5,1.0,0.75,0.0
434,5,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.25
434,6,coordinated,10.0,0.25,17.5,22.5,0.5,0.75,0.0
434,7,coordinated,10.0,0.25,17.5,22.5,0.5,0.75,0.25
434,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.5,0.25
434,9,coordinated,10.0,0.5,25.0,15.0,0.75,0.5,0.75
434,10,coordinated,15.0,0.5,27.5,22.5,1.0,0.75,0.5
435,1,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
435,2,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,1.0
435,3,coordinated,10.0,0.25,17.5,22.5,0.0,0.25,0.0
435,4,coordinated,10.0,0.25,17.5,22.5,0.75,0.75,0.0
435,5,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.25
435,6,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
435,7,coordinated,10.0,0.5,25.0,15.0,0.25,0.75,0.25
435,8,coordinated,15.0,0.5,27.5,22.5,0.25,0.25,0.25
435,9,coordinated,15.0,0.5,27.5,22.5,1.0,0.5,1.0
435,10,coordinated,15.0,0.25,16.25,33.75,0.25,0.0,0.0
436,1,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
436,2,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.25
436,3,coordinated,10.0,0.25,17.5,22.5,1.0,0.25,0.0
436,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.0
436,5,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.25
436,6,coordinated,10.0,0.0,10.0,30.0,0.25,0.25,0.0
436,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
436,8,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.0
436,9,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
436,10,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,1.0
437,1,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
437,2,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.25
437,3,coordinated,10.0,0.25,17.5,22.5,0.5,0.25,0.0
437,4,coordinated,10.0,0.25,17.5,22.5,0.0,0.75,0.25
437,5,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.25
437,6,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
437,7,coordinated,10.0,0.5,25.0,15.0,0.25,0.75,0.25
437,8,coordinated,15.0,0.5,27.5,22.5,0.75,0.25,0.75
437,9,coordinated,15.0,0.5,27.5,22.5,0.25,0.5,0.25
437,10,coordinated,15.0,0.25,16.25,33.75,1.0,0.0,0.0
438,1,coordinated,10.0,0.0,10.0,30.0,0.5,0.0,0.0
438,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
438,3,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.75
438,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
438,5,coordinated,5.0,0.25,18.75,11.25,0.0,0.25,0.5
438,6,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.75
438,7,coordinated,10.0,0.5,25.0,15.0,0.25,0.75,0.25
438,8,coordinated,15.0,0.5,27.5,22.5,1.0,0.25,0.75
438,9,coordinated,15.0,0.5,27.5,22.5,0.75,0.5,0.25
438,10,coordinated,15.0,0.25,16.25,33.75,0.0,0.0,0.0
439,1,coordinated,10.0,0.0,10.0,30.0,0.5,0.0,0.0
439,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
439,3,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,1.0
439,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
439,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,1.0
439,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,1.0
439,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.5
439,8,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.0
439,9,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
439,10,coordinated,5.0,0.0,15.0,15.0,0.0,0.75,1.0
440,1,coordinated,10.0,0.0,10.0,30.0,1.0,0.0,0.0
440,2,coordinated,5.0,0.25,18.75,11.25,0.0,1.0,0.25
440,3,coordinated,10.0,0.5,25.0,15.0,0.5,0.75,0.75
440,4,coordinated,15.0,0.25,16.25,33.75,1.0,0.0,0.25
440,5,coordinated,10.0,0.25,17.5,22.5,0.0,0.25,0.0
440,6,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
440,7,coordinated,10.0,0.5,25.0,15.0,0.25,0.75,0.25
440,8,coordinated,15.0,0.25,16.25,33.75,0.0,0.25,0.75
440,9,coordinated,10.0,0.5,25.0,15.0,0.5,0.25,0.5
440,10,coordinated,15.0,0.5,27.5,22.5,1.0,0.75,0.5
441,1,coordinated,10.0,0.0,10.0,30.0,0.75,0.0,0.75
441,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
441,3,coordinated,5.0,0.25,18.75,11.25,0.0,0.0,0.75
441,4,coordinated,10.0,0.25,17.5,22.5,0.0,0.75,1.0
441,5,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.25
441,6,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
441,7,coordinated,10.0,0.5,25.0,15.0,0.25,0.75,0.25
441,8,coordinated,15.0,0.5,27.5,22.5,0.5,0.25,0.75
441,9,coordinated,15.0,0.0,5.0,45.0,0.0,0.5,0.25
441,10,coordinated,5.0,0.0,15.0,15.0,0.75,0.0,0.0
442,1,coordinated,10.0,0.0,10.0,30.0,0.25,0.0,0.0
442,2,coordinated,5.0,0.5,22.5,7.5,0.75,1.0,0.75
442,3,coordinated,15.0,0.0,5.0,45.0,0.0,0.5,0.75
442,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,1.0
442,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
442,6,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,1.0
442,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
442,8,coordinated,5.0,0.25,18.75,11.25,0.0,0.25,0.0
442,9,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,1.0
442,10,coordinated,10.0,0.5,25.0,15.0,0.75,0.25,1.0
443,1,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
443,2,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.25
443,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.25,0.0
443,4,coordinated,10.0,0.25,17.5,22.5,0.5,0.75,0.0
443,5,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.25
443,6,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.25
443,7,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.25
443,8,coordinated,10.0,0.25,17.5,22.5,0.5,0.5,0.25
443,9,coordinated,10.0,0.25,17.5,22.5,0.25,0.5,0.75
